"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"WASHC4",3.49252726885674e-95,1.07989873193594,0.297,0.172,1.27829990567426e-90,"0","WASHC4"
"PDE7A",5.95649807743763e-95,0.373544760183155,0.454,0.289,2.18013786132295e-90,"0","PDE7A"
"TSTD1",1.49299140233436e-94,1.18664978720758,0.362,0.233,5.46449783168399e-90,"0","TSTD1"
"RAB30",3.59297953802925e-94,1.04341774347561,0.261,0.143,1.31506644071409e-89,"0","RAB30"
"TPT1",2.23667689716225e-93,0.29140877820522,0.968,0.915,8.18646111130357e-89,"0","TPT1"
"SEL1L3",5.5959413546527e-93,0.744209395090304,0.362,0.229,2.04817049521644e-88,"0","SEL1L3"
"SELENOH",1.81941541372595e-92,0.970573061478771,0.513,0.422,6.65924235577836e-88,"0","SELENOH"
"FXYD5",6.68442120070911e-92,0.532256684867446,0.726,0.584,2.44656500367154e-87,"0","FXYD5"
"MT-ND1",1.8164429105904e-91,0.286848390759912,0.983,0.967,6.64836269705192e-87,"0","MT-ND1"
"NCF4",4.1491821938634e-91,1.24939180887251,0.271,0.157,1.51864217477594e-86,"0","NCF4"
"CTSH",1.01388341722514e-90,0.797391999391115,0.385,0.249,3.71091469538575e-86,"0","CTSH"
"EIF1AY",3.28380461220888e-90,1.57791225806843,0.282,0.171,1.20190532611457e-85,"0","EIF1AY"
"BIN1",8.37980272733233e-90,1.01300219705635,0.336,0.208,3.06709159623091e-85,"0","BIN1"
"GPSM3",1.2666005017433e-89,0.645160972666339,0.581,0.434,4.63588449643064e-85,"0","GPSM3"
"EIF4B",6.68059710557538e-89,0.735566686155718,0.58,0.485,2.44516534661164e-84,"0","EIF4B"
"PHACTR1",2.47182782410998e-88,0.723137255761183,0.281,0.156,9.04713701902493e-84,"0","PHACTR1"
"CCDC50",1.18089417824038e-86,1.1763138246342,0.268,0.158,4.32219078177762e-82,"0","CCDC50"
"CARD11",2.84780895043989e-86,0.456310322856987,0.29,0.158,1.0423265539505e-81,"0","CARD11"
"GABPB1-AS1",4.15101300711595e-85,0.996297265399664,0.315,0.191,1.51931227073451e-80,"0","GABPB1-AS1"
"PWP1",6.91695901414768e-84,1.22740864995115,0.284,0.172,2.53167616876819e-79,"0","PWP1"
"CSK",2.41560237295193e-83,0.898146548352524,0.364,0.237,8.84134624524136e-79,"0","CSK"
"PARP14",5.21798909014048e-81,0.802375281254941,0.328,0.204,1.90983618688232e-76,"0","PARP14"
"SNX3",6.43443891902171e-81,0.913722933743604,0.455,0.346,2.35506898875114e-76,"0","SNX3"
"CAPG",6.97634946201102e-81,0.750780424964697,0.338,0.21,2.55341366659065e-76,"0","CAPG"
"TAGAP",1.20350234294898e-78,0.460144458273456,0.576,0.43,4.40493892542755e-74,"0","TAGAP"
"SP140L",2.58159214741075e-78,1.07035968299829,0.279,0.167,9.44888541873808e-74,"0","SP140L"
"DMXL1",3.32049604709907e-76,0.886427711330101,0.269,0.157,1.21533475819873e-71,"0","DMXL1"
"SETBP1",5.84418429632072e-76,0.53536980872518,0.266,0.154,2.13902989429635e-71,"0","SETBP1"
"PNISR",1.00140744586103e-75,0.667997838777503,0.581,0.49,3.66525139259596e-71,"0","PNISR"
"NT5C3A",1.98561575282219e-75,1.02681261115052,0.278,0.167,7.26755221690448e-71,"0","NT5C3A"
"BLOC1S2",7.58367906795491e-74,1.38964912741235,0.255,0.153,2.77570237566218e-69,"0","BLOC1S2"
"TNFAIP8",1.27802131878408e-73,0.424617777473853,0.473,0.338,4.67768582888159e-69,"0","TNFAIP8"
"HNRNPDL",9.04845400971126e-73,0.507015373072551,0.734,0.672,3.31182465209442e-68,"0","HNRNPDL"
"SMARCB1",2.04042504308522e-72,1.18459666805355,0.329,0.228,7.46815970019622e-68,"0","SMARCB1"
"SNHG1",1.58113127195448e-71,0.961474400459677,0.279,0.171,5.78709856848058e-67,"0","SNHG1"
"MTPN",3.30699616824185e-70,0.971947044478761,0.377,0.268,1.2103936675382e-65,"0","MTPN"
"CNPPD1",3.67648197261317e-69,1.04961338020238,0.312,0.209,1.34562916679615e-64,"0","CNPPD1"
"SLC2A3",4.54153511406544e-68,0.406631593822001,0.612,0.479,1.66224726709909e-63,"0","SLC2A3"
"EIF3H",1.05268329679184e-67,0.64478517675034,0.6,0.521,3.85292613458782e-63,"0","EIF3H"
"COX7C",2.78411435437197e-67,0.439165877789485,0.743,0.695,1.01901369484368e-62,"0","COX7C"
"RPS4Y1",4.88561306938492e-67,0.826716281288842,0.56,0.535,1.78818323952557e-62,"0","RPS4Y1"
"SMAP2",7.50869276497887e-67,0.371127791622108,0.551,0.424,2.74825663890992e-62,"0","SMAP2"
"SNX9",4.17239922005078e-66,0.347079746691958,0.487,0.358,1.52713983853079e-61,"0","SNX9"
"PLEKHA2",1.43311892404029e-65,0.736710539224635,0.31,0.199,5.24535857387986e-61,"0","PLEKHA2"
"GRB2",3.11592340593327e-65,0.590526753223209,0.512,0.409,1.14045912580563e-60,"0","GRB2"
"CD47",4.0436047934417e-65,0.836987346958769,0.421,0.316,1.4799997904476e-60,"0","CD47"
"HDAC9",6.44359355930642e-63,0.560449606059225,0.3,0.194,2.35841967864174e-58,"0","HDAC9"
"CNPY3",5.64067284529729e-62,0.692786107833421,0.422,0.317,2.06454266810726e-57,"0","CNPY3"
"PRKCE",7.41030905495315e-62,0.358638848106118,0.288,0.18,2.7122472172034e-57,"0","PRKCE"
"CCDC18-AS1",1.61183159995542e-61,0.858197369273058,0.319,0.215,5.89946483899684e-57,"0","CCDC18-AS1"
"RPS17",3.23037165542569e-61,0.550874286420159,0.646,0.603,1.18234832960236e-56,"0","RPS17"
"OFD1",4.91341244207441e-61,0.686759121580594,0.32,0.208,1.79835808792365e-56,"0","OFD1"
"ITSN2",6.39933520404278e-60,0.62533496364667,0.436,0.327,2.3422206780317e-55,"0","ITSN2"
"ANAPC16",1.72881073242566e-59,0.607750402881761,0.586,0.518,6.32762016175115e-55,"0","ANAPC16"
"PCBP2",1.82946946853969e-59,0.348393174035682,0.787,0.748,6.69604120180212e-55,"0","PCBP2"
"P2RY8",7.0790477895358e-59,0.628622945019818,0.305,0.199,2.591002281448e-54,"0","P2RY8"
"EIF3D",1.27967309573332e-58,0.825978108323086,0.441,0.348,4.68373149769353e-54,"0","EIF3D"
"COMMD6",2.30934322026449e-58,0.468435749408204,0.673,0.607,8.45242712049007e-54,"0","COMMD6"
"H3F3A",1.93668438546538e-57,0.283578090636464,0.828,0.778,7.08845851924182e-53,"0","H3F3A"
"LTA4H",3.28858993615611e-55,1.00187629785027,0.297,0.204,1.2036568025325e-50,"0","LTA4H"
"APEX1",5.34189490752694e-55,1.02460867319031,0.325,0.236,1.95518695510394e-50,"0","APEX1"
"UXT",6.08506068313874e-55,0.800871841794736,0.484,0.411,2.22719306063561e-50,"0","UXT"
"MYC",7.61386875613302e-55,0.381084718235446,0.258,0.156,2.78675210343225e-50,"0","MYC"
"FDFT1",9.2230727165362e-55,0.87329357372414,0.333,0.239,3.37573684497942e-50,"0","FDFT1"
"CYBA",2.28148098745307e-53,0.355669627452671,0.779,0.67,8.35044856217699e-49,"0","CYBA"
"TBC1D10C",1.74355428076686e-51,0.381370877517324,0.413,0.286,6.38158302303479e-47,"0","TBC1D10C"
"CMTM6",2.37659781085287e-51,0.680535664740404,0.406,0.31,8.69858564750258e-47,"0","CMTM6"
"TBC1D5",3.06493103956363e-51,0.386618625608336,0.431,0.326,1.12179540979068e-46,"0","TBC1D5"
"SNHG6",7.75427922523416e-51,0.557566386322483,0.556,0.483,2.83814373922795e-46,"0","SNHG6"
"DBNL",2.87126888089293e-50,0.775269927505905,0.371,0.282,1.05091312309562e-45,"0","DBNL"
"SEPTIN6",7.31836419275078e-50,0.390483350253397,0.513,0.406,2.67859447818871e-45,"0","SEPTIN6"
"HMGB1",7.32889645681298e-50,0.303888308497988,0.792,0.763,2.68244939215812e-45,"0","HMGB1"
"TRIM38",8.63211250008274e-50,0.803668881176284,0.263,0.174,3.15943949615528e-45,"0","TRIM38"
"SNX5",3.60934932750791e-49,0.969169447199463,0.276,0.191,1.32105794736117e-44,"0","SNX5"
"FBL",1.63645032223292e-48,0.89160335021621,0.362,0.277,5.98957182440471e-44,"0","FBL"
"TBC1D22A",6.41125651973276e-48,0.297877818572068,0.381,0.277,2.34658399878739e-43,"0","TBC1D22A"
"GDI2",6.94051134929864e-48,0.689548005775352,0.464,0.383,2.54029655895679e-43,"0","GDI2"
"SMDT1",1.07620610729062e-47,0.881932845469652,0.472,0.416,3.93902197329441e-43,"0","SMDT1"
"CCNI",1.40136717363997e-47,0.394894313745294,0.718,0.669,5.12914399223964e-43,"0","CCNI"
"HSPA4",1.75706652463397e-47,1.04455261889344,0.277,0.194,6.43103918681281e-43,"0","HSPA4"
"CCND3",2.3354631326637e-47,0.26288165369733,0.551,0.433,8.5480286118624e-43,"0","CCND3"
"RCN2",2.77347116072722e-47,1.03440253356142,0.26,0.178,1.01511817953777e-42,"0","RCN2"
"EIF1B",2.89977022286633e-47,0.827413967303485,0.416,0.332,1.0613448992713e-42,"0","EIF1B"
"SNRPD2",3.55989490676454e-47,0.507497535542404,0.639,0.593,1.30295713482489e-42,"0","SNRPD2"
"ATP5MC2",3.9529529854846e-47,0.35131761922861,0.764,0.708,1.44682032221722e-42,"0","ATP5MC2"
"FLOT2",5.24835407146552e-47,0.82799629996736,0.288,0.199,1.9209500736971e-42,"0","FLOT2"
"IDI1",3.32984667207182e-46,0.903357371085955,0.266,0.181,1.21875718044501e-41,"0","IDI1"
"UBE2E2",9.11048576288267e-46,0.48763081996403,0.332,0.241,3.33452889407269e-41,"0","UBE2E2"
"SNAP23",1.42243867827781e-45,0.912393844487416,0.265,0.182,5.20626780636461e-41,"0","SNAP23"
"RFTN1",2.64146935659753e-45,0.376853513008863,0.34,0.241,9.66804199208262e-41,"0","RFTN1"
"IMPDH2",2.8882260319253e-45,1.03462505325999,0.281,0.204,1.05711960994498e-40,"0","IMPDH2"
"CHCHD10",4.61910441504722e-45,0.643070096075366,0.469,0.401,1.69063840695143e-40,"0","CHCHD10"
"IFNGR2",1.34615542333599e-44,0.539428273358108,0.317,0.226,4.92706346495205e-40,"0","IFNGR2"
"PALM2-AKAP2",1.54980470227996e-44,0.561946881370021,0.276,0.192,5.67244019081487e-40,"0","PALM2-AKAP2"
"CNN2",6.96721055886489e-44,0.506097125640044,0.5,0.411,2.55006873665014e-39,"0","CNN2"
"HERPUD1",2.05309317342976e-43,0.466842309913695,0.611,0.529,7.51452632407027e-39,"0","HERPUD1"
"ICAM3",4.90380423606838e-43,0.517364106436289,0.469,0.381,1.79484138844339e-38,"0","ICAM3"
"PHB2",7.97503604055194e-43,0.755505056264265,0.437,0.369,2.91894294120242e-38,"0","PHB2"
"ODC1",6.15587469611761e-41,0.753044631509229,0.298,0.219,2.25311169752601e-36,"0","ODC1"
"CIAO2A",6.97683214377237e-41,1.09150704400309,0.276,0.205,2.55359033294213e-36,"0","CIAO2A"
"RPS10",8.6912001954092e-41,0.679395429872443,0.497,0.456,3.18106618352172e-36,"0","RPS10"
"ELOVL5",2.0342125042506e-40,0.450652135542105,0.429,0.337,7.44542118680763e-36,"0","ELOVL5"
"TCEA1",1.11338909462995e-39,0.656723720245839,0.461,0.405,4.07511542525506e-35,"0","TCEA1"
"DAZAP2",1.4115777563696e-39,0.438908670907726,0.638,0.571,5.16651574608836e-35,"0","DAZAP2"
"SF1",4.67942740439605e-39,0.39145237326076,0.597,0.545,1.712717224283e-34,"0","SF1"
"RSL1D1",5.50384668044427e-39,0.676722840713494,0.406,0.333,2.01446292350941e-34,"0","RSL1D1"
"NSA2",5.95340702764017e-39,0.685027196945997,0.441,0.376,2.17900650618658e-34,"0","NSA2"
"UQCRH",1.460479723426e-38,0.612264078191983,0.554,0.512,5.34550183571151e-34,"0","UQCRH"
"VPS37B",1.56227619198367e-38,0.443203193510809,0.427,0.349,5.71808709027943e-34,"0","VPS37B"
"DDX39A",1.8093441922545e-38,0.665430868338121,0.349,0.271,6.6223806780707e-34,"0","DDX39A"
"SKAP2",1.924838976252e-38,0.595254124578277,0.292,0.211,7.04510313697996e-34,"0","SKAP2"
"CYFIP2",1.9502462235623e-38,0.494958099589402,0.327,0.231,7.13809620286037e-34,"0","CYFIP2"
"PARVB",8.7225202618114e-38,0.665419607666837,0.259,0.184,3.19252964102559e-33,"0","PARVB"
"YWHAZ",2.93490714927673e-37,0.29959604981341,0.741,0.72,1.07420536570678e-32,"0","YWHAZ"
"LAMTOR5",6.65083085709733e-37,0.951478097874604,0.364,0.301,2.43427060200619e-32,"0","LAMTOR5"
"CLNS1A",2.41275191477028e-36,0.849903589991806,0.305,0.233,8.83091328325072e-32,"0","CLNS1A"
"RBM3",4.32740285678285e-36,0.527035327036958,0.583,0.537,1.58387271961109e-31,"0","RBM3"
"LINC01138",6.21650018111223e-36,0.304870128113558,0.34,0.244,2.27530123128889e-31,"0","LINC01138"
"ATF7IP",1.67998376948294e-35,0.415001482290356,0.413,0.326,6.14890859468452e-31,"0","ATF7IP"
"MANBA",2.11257648632575e-35,0.663242096370755,0.252,0.177,7.73224119760088e-31,"0","MANBA"
"ANXA6",6.15488871522779e-35,0.407155749604094,0.538,0.467,2.25275081866052e-30,"0","ANXA6"
"NOTCH2",9.3844797620667e-35,0.640985941642169,0.282,0.206,3.43481343771403e-30,"0","NOTCH2"
"ATP6V1G1",1.06963087196784e-34,0.591922514439918,0.55,0.513,3.9149559544895e-30,"0","ATP6V1G1"
"PRR13",1.40129342638193e-34,0.544548142517982,0.501,0.432,5.12887406990052e-30,"0","PRR13"
"R3HDM4",3.37393455750245e-34,0.694865266141551,0.297,0.222,1.23489378739147e-29,"0","R3HDM4"
"RPS26",7.29466459606592e-34,0.399055960409489,0.824,0.789,2.66992018880609e-29,"0","RPS26"
"AC007384.1",1.31098405825043e-33,0.395937623190602,0.396,0.316,4.79833275160241e-29,"0","AC007384.1"
"TRAF3IP3",4.16009626813048e-32,0.494744635883125,0.344,0.257,1.52263683509844e-27,"0","TRAF3IP3"
"MAT2B",1.08934215781068e-31,0.702960650933955,0.327,0.254,3.98710123180285e-27,"0","MAT2B"
"UPF2",2.40951159149326e-31,0.66013438692123,0.326,0.261,8.81905337602448e-27,"0","UPF2"
"TUT4",2.49718374341547e-31,0.417245010103439,0.347,0.27,9.13994221927495e-27,"0","TUT4"
"ZNF331",6.36796520660561e-31,0.318673896744112,0.443,0.363,2.33073894526972e-26,"0","ZNF331"
"HIF1A",4.12347019665779e-30,0.299276131787823,0.482,0.399,1.50923132667872e-25,"0","HIF1A"
"GGNBP2",5.16435010063165e-30,0.65004174251177,0.349,0.282,1.89020378033219e-25,"0","GGNBP2"
"SRSF10",6.92460405467694e-30,0.46330961411262,0.484,0.422,2.53447433005231e-25,"0","SRSF10"
"TNFRSF14",8.82550274028383e-30,0.647325880964503,0.395,0.337,3.23022225797128e-25,"0","TNFRSF14"
"C7orf50",9.49302363038306e-30,0.819733466270596,0.325,0.268,3.47454157895651e-25,"0","C7orf50"
"RERE",1.05051564861068e-29,0.261683044594666,0.355,0.279,3.84499232547997e-25,"0","RERE"
"CNTRL",2.0809218789771e-28,0.488646615549527,0.278,0.207,7.61638216924409e-24,"0","CNTRL"
"PNN",2.91565390306814e-28,0.549020176974683,0.38,0.317,1.06715848506197e-23,"0","PNN"
"APPL1",3.48555109094527e-28,0.878981883997001,0.254,0.192,1.27574655479688e-23,"0","APPL1"
"HNRNPK",8.65209797474102e-28,0.405313220864603,0.647,0.608,3.16675437973496e-23,"0","HNRNPK"
"MAP3K8",1.48617764821555e-27,0.364483717940009,0.44,0.37,5.43955881023374e-23,"0","MAP3K8"
"NSF",5.42907952566612e-27,0.362334390187157,0.287,0.217,1.98709739718906e-22,"0","NSF"
"CYBC1",3.4647129818956e-26,0.649244493579091,0.319,0.26,1.26811959850361e-21,"0","CYBC1"
"NSD3",1.21564196823543e-25,0.44444034767552,0.407,0.348,4.44937116793849e-21,"0","NSD3"
"MYCBP2",2.49143476529246e-25,0.306515853535188,0.479,0.415,9.11890038444693e-21,"0","MYCBP2"
"MEF2A",4.59852637326472e-25,0.42428658432113,0.331,0.269,1.68310663787862e-20,"0","MEF2A"
"ANP32B",5.27277389730308e-25,0.461380757895658,0.484,0.436,1.9298879741519e-20,"0","ANP32B"
"EIF4A2",5.41989983243128e-25,0.432225885318764,0.538,0.503,1.98373753766817e-20,"0","EIF4A2"
"ADD3",1.07849844224968e-24,0.386308584278193,0.327,0.258,3.94741214847806e-20,"0","ADD3"
"EVI2B",2.19549201189907e-24,0.724039396354212,0.355,0.296,8.03572031275178e-20,"0","EVI2B"
"SELENOF",5.71409292104091e-24,0.768466881400993,0.407,0.366,2.09141515003018e-19,"0","SELENOF"
"TAPBP",7.39587566562559e-24,0.388045173942187,0.525,0.484,2.70696445237562e-19,"0","TAPBP"
"SNRPA1",1.02284184513772e-23,0.672846753844188,0.268,0.21,3.74370343738857e-19,"0","SNRPA1"
"RNMT",3.76320376874016e-23,0.506094703217553,0.291,0.231,1.37737021139659e-18,"0","RNMT"
"SLC25A5",1.2276853064219e-22,0.468714864326119,0.519,0.473,4.4934509900348e-18,"0","SLC25A5"
"OXA1L",1.52033720063639e-22,0.782066018343667,0.322,0.275,5.56458618804924e-18,"0","OXA1L"
"LSM2",1.65946722562881e-22,0.900214196045702,0.253,0.202,6.07381599252402e-18,"0","LSM2"
"SET",2.36533449232876e-22,0.643586171277263,0.355,0.304,8.6573607753725e-18,"0","SET"
"PSMB9",3.83920848313931e-22,0.257452273600323,0.521,0.456,1.40518869691382e-17,"0","PSMB9"
"UBE2D2",3.87761209545761e-22,0.42593870462248,0.543,0.515,1.41924480305844e-17,"0","UBE2D2"
"CAMK2D",1.16626027700317e-21,0.371418165788173,0.324,0.266,4.2686292398593e-17,"0","CAMK2D"
"APH1A",3.48588489373126e-21,0.604779749120727,0.327,0.275,1.27586872995458e-16,"0","APH1A"
"EIF3K",7.1106212280449e-21,0.372139333648325,0.651,0.624,2.60255847567671e-16,"0","EIF3K"
"SNHG25",8.99565617647687e-21,0.476221297238592,0.302,0.244,3.2925001171523e-16,"0","SNHG25"
"RRP7A",9.17927824887605e-21,0.611583486184691,0.313,0.262,3.35970763187112e-16,"0","RRP7A"
"SERP1",5.78266684540333e-20,0.305415970906547,0.615,0.579,2.11651389208607e-15,"0","SERP1"
"ABHD14B",8.32603368960507e-20,0.680242339098749,0.274,0.224,3.04741159073235e-15,"0","ABHD14B"
"RNPS1",1.00319606975321e-19,0.502951139273621,0.396,0.348,3.67179793490374e-15,"0","RNPS1"
"SESN1",2.10658261987523e-19,0.684779574199701,0.253,0.203,7.71030304700531e-15,"0","SESN1"
"SYF2",3.25906874775144e-19,0.609539787558718,0.374,0.333,1.1928517523645e-14,"0","SYF2"
"CDC42SE1",3.59661313734034e-19,0.501134472408801,0.341,0.285,1.31639637439794e-14,"0","CDC42SE1"
"PTPN1",1.9395168391175e-18,0.288991673639756,0.453,0.408,7.09882558285395e-14,"0","PTPN1"
"NFKB2",2.08900339070541e-18,0.515343321489166,0.263,0.212,7.64596131032086e-14,"0","NFKB2"
"USP8",3.19026073231466e-18,0.664103730164939,0.264,0.214,1.16766733063449e-13,"0","USP8"
"SREBF2",6.21224744431157e-18,0.360739506872635,0.255,0.202,2.27374468709248e-13,"0","SREBF2"
"UBXN1",7.26152843040075e-18,0.446898149092418,0.487,0.457,2.65779202081098e-13,"0","UBXN1"
"TOMM20",2.24833068506497e-17,0.559773715336194,0.414,0.383,8.22911514040629e-13,"0","TOMM20"
"CIB1",2.58546151336088e-17,0.524251223849789,0.444,0.409,9.46304768505216e-13,"0","CIB1"
"ZNF24",6.11711278156353e-17,0.687925260354292,0.254,0.211,2.23892444918007e-12,"0","ZNF24"
"STAT6",1.17810664645904e-16,0.442928426934359,0.276,0.226,4.31198813670473e-12,"0","STAT6"
"NR4A2",1.56978806483016e-16,0.517052702903218,0.466,0.43,5.74558129608487e-12,"0","NR4A2"
"THRAP3",2.22471641612726e-16,0.44896741634533,0.421,0.382,8.14268455466739e-12,"0","THRAP3"
"CCT2",2.82932539243865e-16,0.547689391614592,0.307,0.263,1.03556138688647e-11,"0","CCT2"
"NCL",3.36049299277082e-16,0.308781400686096,0.614,0.589,1.22997404028405e-11,"0","NCL"
"NIN",4.31702010881187e-16,0.292636819690607,0.289,0.234,1.58007253002623e-11,"0","NIN"
"PPP3CC",1.41713015621892e-15,0.369982587813414,0.305,0.256,5.18683808477688e-11,"0","PPP3CC"
"SYTL1",1.70525007739452e-15,0.320716206335123,0.296,0.242,6.24138580827168e-11,"0","SYTL1"
"IRF9",2.16346372951915e-15,0.530609556154927,0.342,0.304,7.91849359641305e-11,"0","IRF9"
"TMEM123",1.0655847858558e-14,0.583620326531804,0.334,0.297,3.9001468747108e-10,"0","TMEM123"
"CCDC12",4.26310734453421e-14,0.692358640835862,0.281,0.243,1.56033991917297e-09,"0","CCDC12"
"SECISBP2",7.77193953393804e-14,0.535682907672433,0.285,0.244,2.84460758881666e-09,"0","SECISBP2"
"SETX",1.00989316862662e-13,0.378377485485169,0.289,0.245,3.69630998649027e-09,"0","SETX"
"EAPP",1.67319414350678e-13,0.56075446561749,0.251,0.211,6.12405788464915e-09,"0","EAPP"
"C1QBP",2.65310096017163e-13,0.557810914292605,0.307,0.273,9.71061482432417e-09,"0","C1QBP"
"DDX27",3.44137912425285e-13,0.457830897488597,0.257,0.214,1.25957917326779e-08,"0","DDX27"
"MDM4",3.63520575409041e-13,0.493032301243941,0.27,0.229,1.33052165805463e-08,"0","MDM4"
"MATR3.1",4.65785549829683e-13,0.438178214660732,0.307,0.266,1.70482169093162e-08,"0","MATR3.1"
"SNU13",5.10489612440402e-13,0.4177378788959,0.472,0.468,1.86844303049312e-08,"0","SNU13"
"CCT3",5.83500445919772e-13,0.563381304072759,0.317,0.281,2.13566998211096e-08,"0","CCT3"
"ATP5PO",7.31631865882803e-13,0.389383295986848,0.491,0.475,2.67784579231765e-08,"0","ATP5PO"
"KLF2",1.2611835697494e-12,0.32002936888414,0.381,0.341,4.61605798363977e-08,"0","KLF2"
"PARVG",2.03780234590782e-12,0.357751787658595,0.265,0.219,7.4585603662572e-08,"0","PARVG"
"IQSEC1",2.41038694696508e-12,0.299942277118563,0.268,0.226,8.82225726458687e-08,"0","IQSEC1"
"MED10",1.22160109390323e-11,0.455301483352761,0.304,0.267,4.47118216379522e-07,"0","MED10"
"ALG13",1.43339507932108e-11,0.435103588357841,0.264,0.227,5.24636932982309e-07,"0","ALG13"
"FNBP4",8.97596227392307e-11,0.343878488571452,0.34,0.304,3.28529195187858e-06,"0","FNBP4"
"RAN",1.45334986567909e-10,0.275304226609588,0.536,0.514,5.31940584337204e-06,"0","RAN"
"CCT8",1.49076703627254e-10,0.512458358567034,0.312,0.282,5.45635642946112e-06,"0","CCT8"
"LUC7L3",4.46118874943894e-10,0.330361162519748,0.373,0.342,1.63283969418215e-05,"0","LUC7L3"
"PPP1CC",5.86380687454382e-10,0.521268724796224,0.297,0.271,2.14621195415178e-05,"0","PPP1CC"
"BBX",9.17991643140549e-10,0.260482255141275,0.339,0.304,3.35994121305872e-05,"0","BBX"
"SEC62",3.3811766231935e-09,0.333389713813774,0.582,0.582,0.000123754445585505,"0","SEC62"
"VASP",5.25180650550811e-09,0.322357803111149,0.323,0.289,0.000192221369908102,"0","VASP"
"TOMM6",5.26146687229466e-09,0.480489274962452,0.422,0.412,0.000192574948992857,"0","TOMM6"
"HNRNPA0",5.5442124008054e-09,0.250893747996033,0.493,0.47,0.000202923718081878,"0","HNRNPA0"
"IGBP1",1.11030035391209e-08,0.691970880201356,0.261,0.238,0.000406381032535364,"0","IGBP1"
"TAF7",3.16792720488192e-08,0.394867477175648,0.306,0.277,0.00115949303625883,"0","TAF7"
"PRMT1",4.43205671322141e-08,0.546891968399553,0.297,0.277,0.00162217707760617,"0","PRMT1"
"TBRG1",5.21675917613639e-08,0.361044331370155,0.343,0.317,0.00190938602605768,"0","TBRG1"
"NCKAP1L",8.34122497597176e-08,0.333858827046443,0.25,0.218,0.00305297175345542,"0","NCKAP1L"
"NHP2",1.17807417256892e-07,0.536778624543713,0.287,0.269,0.0043118692790195,"0","NHP2"
"ST13",1.20941112363012e-07,0.359555649963588,0.431,0.417,0.0044265656535986,"0","ST13"
"DARS",1.94151969484007e-07,0.421655680103781,0.29,0.267,0.00710615623508412,"0","DARS"
"MOB1A",8.16478818565558e-07,0.307470889243431,0.316,0.292,0.029883941238318,"0","MOB1A"
"DDX6",8.94688317014462e-07,0.271863280157997,0.318,0.291,0.0327464870910463,"0","DDX6"
"PSMB8",1.01316567088819e-06,0.260849404079801,0.408,0.386,0.0370828767201788,"0","PSMB8"
"UBE2I",1.07309038577436e-06,0.349855572928439,0.418,0.411,0.0392761812097272,"0","UBE2I"
"BPTF",1.66943018108937e-06,0.26749179736312,0.349,0.327,0.0611028140580521,"0","BPTF"
"ZNF706",2.43256146355543e-06,0.426574534816403,0.367,0.366,0.0890341821275921,"0","ZNF706"
"AP3B1",2.95107071896127e-06,0.337995963697136,0.266,0.241,0.108012139384701,"0","AP3B1"
"TOMM22",4.01234650426297e-06,0.502666262360647,0.277,0.262,0.146855894402529,"0","TOMM22"
"CHD9",7.03731550047836e-06,0.336184217113868,0.281,0.261,0.257572784633009,"0","CHD9"
"EIF3M",7.98831319903673e-06,0.381826555778399,0.378,0.369,0.292380251397943,"0","EIF3M"
"KPNB1",9.83469113869292e-06,0.30166636649191,0.367,0.353,0.3599595303673,"0","KPNB1"
"SCAF11",1.46464866273951e-05,0.265409229325852,0.411,0.398,0.536076057049288,"0","SCAF11"
"PPIG",1.58752109655226e-05,0.333163009064365,0.387,0.379,0.581048596549093,"0","PPIG"
"VOPP1",2.63850004639444e-05,0.339202349572854,0.325,0.316,0.965717401980829,"0","VOPP1"
"PHF3",3.38991831924198e-05,0.309019444665744,0.284,0.265,1,"0","PHF3"
"PNRC2",0.000145400077328384,0.28717468679641,0.311,0.293,1,"0","PNRC2"
"PDCD6IP",0.000186015249017216,0.268077500394565,0.276,0.258,1,"0","PDCD6IP"
"PIM2",0.000275513136251227,0.31153338319806,0.253,0.233,1,"0","PIM2"
"TAP2",0.00030810563257048,0.252980386669849,0.254,0.235,1,"0","TAP2"
"CDKN1B",0.000350785090851616,0.343450143565645,0.281,0.267,1,"0","CDKN1B"
"ACP1",0.000362736179062707,0.470970500674859,0.259,0.25,1,"0","ACP1"
"RSL24D1",0.000593877190026193,0.412106961249841,0.332,0.328,1,"0","RSL24D1"
